Position Vector Of Earth Orbiting around Sun
1.496e+11, 0, 0
1.496e+11, 465.1, 0
1.496e+11, 930.2, 0
1.496e+11, 1395.3, 0
1.496e+11, 1860.4, 0
1.496e+11, 2325.5, 0
1.496e+11, 2790.6, 0
1.496e+11, 3255.7, 0
1.496e+11, 3720.8, 0
1.496e+11, 4185.9, 0
1.496e+11, 4651, 0
1.496e+11, 5116.1, 0
1.496e+11, 5581.2, 0
1.496e+11, 6046.3, 0
1.496e+11, 6511.4, 0
1.496e+11, 6976.5, 0
1.496e+11, 7441.6, 0
1.496e+11, 7906.7, 0
1.496e+11, 8371.8, 0
1.496e+11, 8836.9, 0
1.496e+11, 9302, 0
1.496e+11, 9767.1, 0
1.496e+11, 10232.2, 0
1.496e+11, 10697.3, 0
1.496e+11, 11162.4, 0
1.496e+11, 11627.5, 0
1.496e+11, 12092.6, 0
1.496e+11, 12557.7, 0
1.496e+11, 13022.8, 0
1.496e+11, 13487.9, 0
1.496e+11, 13953, 0
1.496e+11, 14418.1, 0
1.496e+11, 14883.2, 0
1.496e+11, 15348.3, 0
1.496e+11, 15813.4, 0
1.496e+11, 16278.5, 0
1.496e+11, 16743.6, 0
1.496e+11, 17208.7, 0
1.496e+11, 17673.8, 0
1.496e+11, 18138.9, 0
1.496e+11, 18604, 0
1.496e+11, 19069.1, 0
1.496e+11, 19534.2, 0
1.496e+11, 19999.3, 0
1.496e+11, 20464.4, 0
1.496e+11, 20929.5, 0
1.496e+11, 21394.6, 0
1.496e+11, 21859.7, 0
1.496e+11, 22324.8, 0
1.496e+11, 22789.9, 0
1.496e+11, 23255, 0
