Position Vector Of star Orbiting around blackhole
-1, -1
-0.999999, -0.999999
-0.999997, -0.999997
-0.999994, -0.999994
-0.99999, -0.99999
-0.999985, -0.999985
-0.999979, -0.999979
-0.999972, -0.999973
-0.999965, -0.999965
-0.999956, -0.999956
-0.999946, -0.999946
-0.999935, -0.999936
-0.999923, -0.999924
-0.99991, -0.999911
-0.999896, -0.999898
-0.999881, -0.999883
-0.999865, -0.999868
-0.999848, -0.999851
-0.99983, -0.999834
-0.999812, -0.999815
-0.999792, -0.999796
-0.999771, -0.999776
-0.999749, -0.999754
-0.999726, -0.999732
-0.999702, -0.999709
-0.999676, -0.999685
-0.99965, -0.99966
-0.999623, -0.999634
-0.999595, -0.999607
-0.999566, -0.999579
-0.999536, -0.999551
-0.999505, -0.999521
-0.999472, -0.99949
-0.999439, -0.999459
-0.999405, -0.999426
-0.999369, -0.999393
-0.999333, -0.999358
-0.999295, -0.999323
-0.999257, -0.999287
-0.999217, -0.99925
-0.999177, -0.999212
-0.999135, -0.999173
-0.999092, -0.999133
-0.999049, -0.999092
-0.999004, -0.99905
-0.998958, -0.999008
-0.998911, -0.998964
-0.998863, -0.99892
-0.998814, -0.998874
-0.998764, -0.998828
-0.998712, -0.998781
-0.99866, -0.998733
-0.998607, -0.998684
-0.998552, -0.998634
-0.998497, -0.998583
-0.99844, -0.998531
-0.998383, -0.998479
-0.998324, -0.998425
-0.998264, -0.998371
-0.998203, -0.998316
-0.998141, -0.998259
-0.998078, -0.998202
-0.998014, -0.998145
-0.997948, -0.998086
-0.997882, -0.998026
-0.997815, -0.997965
-0.997746, -0.997904
-0.997676, -0.997842
-0.997606, -0.997778
-0.997534, -0.997714
-0.997461, -0.997649
-0.997387, -0.997583
-0.997311, -0.997517
-0.997235, -0.997449
-0.997158, -0.99738
-0.997079, -0.997311
-0.996999, -0.997241
-0.996918, -0.99717
-0.996836, -0.997098
-0.996753, -0.997025
-0.996669, -0.996951
-0.996584, -0.996877
-0.996497, -0.996801
-0.99641, -0.996725
-0.996321, -0.996648
-0.996231, -0.99657
-0.99614, -0.996491
-0.996048, -0.996412
-0.995955, -0.996331
-0.99586, -0.99625
-0.995765, -0.996167
-0.995668, -0.996084
-0.99557, -0.996
-0.995471, -0.995916
-0.995371, -0.99583
-0.995269, -0.995744
-0.995167, -0.995656
-0.995063, -0.995568
-0.994958, -0.995479
-0.994852, -0.995389
-0.994745, -0.995299
-0.994636, -0.995207
-0.994527, -0.995115
-0.994416, -0.995022
-0.994304, -0.994928
-0.994191, -0.994833
-0.994077, -0.994738
-0.993961, -0.994641
-0.993844, -0.994544
-0.993727, -0.994446
-0.993607, -0.994347
-0.993487, -0.994248
-0.993366, -0.994147
-0.993243, -0.994046
-0.993119, -0.993944
-0.992994, -0.993841
-0.992868, -0.993737
-0.99274, -0.993632
-0.992611, -0.993527
-0.992481, -0.993421
-0.99235, -0.993314
-0.992218, -0.993206
-0.992084, -0.993098
-0.991949, -0.992988
-0.991813, -0.992878
-0.991676, -0.992767
-0.991537, -0.992655
-0.991397, -0.992543
-0.991256, -0.992429
-0.991114, -0.992315
-0.99097, -0.9922
-0.990825, -0.992085
-0.990679, -0.991968
-0.990532, -0.991851
-0.990383, -0.991733
-0.990234, -0.991614
-0.990082, -0.991494
-0.98993, -0.991374
-0.989776, -0.991253
-0.989622, -0.991131
-0.989465, -0.991008
-0.989308, -0.990885
-0.989149, -0.990761
-0.988989, -0.990636
-0.988828, -0.99051
-0.988665, -0.990383
-0.988501, -0.990256
-0.988336, -0.990128
-0.98817, -0.989999
-0.988002, -0.989869
-0.987833, -0.989739
-0.987662, -0.989608
-0.987491, -0.989476
-0.987318, -0.989344
-0.987143, -0.98921
-0.986968, -0.989076
-0.986791, -0.988941
-0.986613, -0.988806
